Month and Year,Month,Year,Sex,Client Group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,
Mar-20,March,2020,Female,Number of clients accommodated in short-term/emergency accommodation,"1,354","1,851","1,991","1,067",226,251,192,371,"7,293",
Mar-20,March,2020,Female,Number of clients who are homeless,"5,755","8,027","3,806","1,451","1,530",810,569,625,"22,525",
Mar-20,March,2020,Female,Number of clients who are at risk of homelessness,"7,980","10,849","3,642","2,360","2,282",499,468,"1,120","29,141",
Mar-20,March,2020,Male,Number of Indigenous clients,"2,733","1,311","1,622",849,625,158,123,934,"8,350",
Mar-20,March,2020,Male,Number of clients who have experienced family and domestic violence,"2,070","3,083",911,538,268,115,216,218,"7,415",
Mar-20,March,2020,Male,Number of clients with a current mental health issue,"2,897","3,660","1,146",566,653,503,247,128,"9,788",
Mar-20,March,2020,Male,Number of clients with problematic drug or alcohol issues,"1,043","1,414",450,345,335,155,93,127,"3,960",
Mar-20,March,2020,Male,Number of clients financially assisted with payments for short term/emergency accommodation,63,905,61,11,14,35,9,3,"1,100",
Mar-20,March,2020,Male,Number of nights in short-term/emergency accommodation,"21,932","22,013","36,809","8,896","3,742","3,176","3,310","1,837","101,715",
Mar-20,March,2020,Male,Number of clients accommodated in short-term/emergency accommodation,"1,136","1,760","1,705",645,199,196,126,135,"5,896",
Mar-20,March,2020,Male,Number of clients who are homeless,"4,630","6,482","2,698","1,093","1,104",693,463,484,"17,618",
Mar-20,March,2020,Male,Number of clients who are at risk of homelessness,"4,670","5,596","2,280",981,"1,297",356,338,561,"16,067",
Mar-20,March,2020,Total,Number of Indigenous clients,"6,960","3,523","4,350","2,540","1,675",366,293,"2,702","22,357",
Mar-20,March,2020,Total,Number of clients who have experienced family and domestic violence,"8,056","14,678","3,785","2,598","1,763",503,699,"1,018","33,039",
Mar-20,March,2020,Total,Number of clients with a current mental health issue,"7,835","9,727","3,104","1,723","1,858","1,136",658,329,"26,337",
Mar-20,March,2020,Total,Number of clients with problematic drug or alcohol issues,"2,013","2,563",854,789,580,253,188,232,"7,468",
Mar-20,March,2020,Total,Number of clients financially assisted with payments for short term/emergency accommodation,205,"1,813",205,78,89,98,32,33,"2,551",
Mar-20,March,2020,Total,Number of nights in short-term/emergency accommodation,"49,506","47,889","81,216","20,773","7,666","7,715","8,412","5,131","228,308",
Mar-20,March,2020,Total,Number of clients accommodated in short-term/emergency accommodation,"2,490","3,611","3,696","1,712",425,447,318,506,"13,189",
Mar-20,March,2020,Total,Number of clients who are homeless,"10,385","14,509","6,504","2,544","2,634","1,503","1,032","1,109","40,143",
Mar-20,March,2020,Total,Number of clients who are at risk of homelessness,"12,650","16,445","5,922","3,341","3,579",855,806,"1,681","45,208",
Feb-20,February,2020,Female,Number of Indigenous clients,"4,209","2,195","2,792","1,757",991,219,159,"1,726","14,012",
Feb-20,February,2020,Female,Number of clients who have experienced family and domestic violence,"5,930","11,433","3,060","2,077","1,522",394,442,778,"25,587",
Feb-20,February,2020,Female,Number of clients with a current mental health issue,"4,811","6,122","1,929","1,153","1,145",648,373,172,"16,327",
Feb-20,February,2020,Female,Number of clients with problematic drug or alcohol issues,997,"1,253",429,459,241,97,102,107,"3,679",
Feb-20,February,2020,Female,Number of clients financially assisted with payments for short term/emergency accommodation,126,893,164,77,68,74,20,15,"1,436",
Feb-20,February,2020,Female,Number of nights in short-term/emergency accommodation,"26,700","24,900","41,341","11,276","4,165","4,378","4,546","3,173","120,479",
Feb-20,February,2020,Female,Number of clients accommodated in short-term/emergency accommodation,"1,422","1,895","1,990","1,155",263,250,183,407,"7,558",
Feb-20,February,2020,Female,Number of clients who are homeless,"5,738","8,043","4,035","1,506","1,486",800,560,639,"22,759",
Feb-20,February,2020,Female,Number of clients who are at risk of homelessness,"7,716","10,631","3,730","2,283","2,146",512,435,"1,081","28,491",
Feb-20,February,2020,Male,Number of Indigenous clients,"2,691","1,284","1,664",907,591,152,123,952,"8,359",
Feb-20,February,2020,Male,Number of clients who have experienced family and domestic violence,"2,068","3,031",957,533,272,108,195,209,"7,370",
Feb-20,February,2020,Male,Number of clients with a current mental health issue,"2,946","3,626","1,176",555,618,507,252,123,"9,784",
Feb-20,February,2020,Male,Number of clients with problematic drug or alcohol issues,"1,102","1,470",474,346,312,156,94,128,"4,080",
Feb-20,February,2020,Male,Number of clients financially assisted with payments for short term/emergency accommodation,60,776,66,12,9,27,9,2,961,
Feb-20,February,2020,Male,Number of nights in short-term/emergency accommodation,"21,246","19,682","35,239","8,514","3,687","2,854","3,321","1,922","96,465",
Feb-20,February,2020,Male,Number of clients accommodated in short-term/emergency accommodation,"1,187","1,652","1,732",687,230,174,135,145,"5,935",
Feb-20,February,2020,Male,Number of clients who are homeless,"4,690","6,320","2,822","1,105","1,071",673,436,518,"17,597",
Feb-20,February,2020,Male,Number of clients who are at risk of homelessness,"4,553","5,730","2,308","1,028","1,145",353,336,567,"16,008",
Feb-20,February,2020,Total,Number of Indigenous clients,"6,900","3,479","4,456","2,664","1,582",371,282,"2,678","22,371",
Feb-20,February,2020,Total,Number of clients who have experienced family and domestic violence,"7,998","14,464","4,017","2,610","1,794",502,637,987,"32,957",
Feb-20,February,2020,Total,Number of clients with a current mental health issue,"7,757","9,748","3,105","1,708","1,763","1,155",625,295,"26,111",
Feb-20,February,2020,Total,Number of clients with problematic drug or alcohol issues,"2,099","2,723",903,805,553,253,196,235,"7,759",
Feb-20,February,2020,Total,Number of clients financially assisted with payments for short term/emergency accommodation,186,"1,669",230,89,77,101,29,17,"2,397",
Feb-20,February,2020,Total,Number of nights in short-term/emergency accommodation,"47,946","44,582","76,580","19,790","7,852","7,232","7,867","5,095","216,944",
Feb-20,February,2020,Total,Number of clients accommodated in short-term/emergency accommodation,"2,609","3,547","3,722","1,842",493,424,318,552,"13,493",
Feb-20,February,2020,Total,Number of clients who are homeless,"10,428","14,363","6,857","2,611","2,557","1,473",996,"1,157","40,356",
Feb-20,February,2020,Total,Number of clients who are at risk of homelessness,"12,269","16,361","6,038","3,311","3,291",865,771,"1,648","44,499",
Jan-20,January,2020,Female,Number of Indigenous clients,"4,061","2,155","2,693","1,905","1,010",212,153,"1,709","13,858",
Jan-20,January,2020,Female,Number of clients who have experienced family and domestic violence,"5,875","11,400","3,023","2,161","1,448",406,453,753,"25,459",
Jan-20,January,2020,Female,Number of clients with a current mental health issue,"4,834","6,039","1,913","1,104","1,100",631,379,164,"16,133",
Jan-20,January,2020,Female,Number of clients with problematic drug or alcohol issues,988,"1,240",403,443,210,95,95,111,"3,581",
Jan-20,January,2020,Female,Number of clients financially assisted with payments for short term/emergency accommodation,148,931,167,73,66,61,19,27,"1,490",
Jan-20,January,2020,Female,Number of nights in short-term/emergency accommodation,"27,556","26,684","43,552","12,232","4,859","4,649","4,759","3,210","127,501",
Jan-20,January,2020,Female,Number of clients accommodated in short-term/emergency accommodation,"1,428","1,930","2,005","1,249",292,263,183,403,"7,746",
Jan-20,January,2020,Female,Number of clients who are homeless,"5,660","7,994","3,839","1,563","1,449",766,548,635,"22,415",
Jan-20,January,2020,Female,Number of clients who are at risk of homelessness,"7,535","10,650","3,561","2,308","2,095",525,433,"1,052","28,097",
Jan-20,January,2020,Male,Number of Indigenous clients,"2,621","1,317","1,603",964,628,162,130,941,"8,357",
Jan-20,January,2020,Male,Number of clients who have experienced family and domestic violence,"2,018","3,220",917,581,284,130,187,215,"7,547",
Jan-20,January,2020,Male,Number of clients with a current mental health issue,"2,888","3,668","1,219",544,621,503,241,138,"9,804",
Jan-20,January,2020,Male,Number of clients with problematic drug or alcohol issues,"1,078","1,505",515,343,327,164,102,119,"4,147",
Jan-20,January,2020,Male,Number of clients financially assisted with payments for short term/emergency accommodation,63,773,60,18,12,31,8,3,967,
Jan-20,January,2020,Male,Number of nights in short-term/emergency accommodation,"22,146","21,184","37,545","9,069","4,008","2,885","3,647","2,105","102,589",
Jan-20,January,2020,Male,Number of clients accommodated in short-term/emergency accommodation,"1,174","1,690","1,755",732,228,178,141,151,"6,039",
Jan-20,January,2020,Male,Number of clients who are homeless,"4,512","6,487","2,658","1,143","1,050",691,431,520,"17,460",
Jan-20,January,2020,Male,Number of clients who are at risk of homelessness,"4,483","5,784","2,290","1,011","1,186",363,337,512,"15,942",
Jan-20,January,2020,Total,Number of Indigenous clients,"6,682","3,472","4,296","2,869","1,638",374,283,"2,650","22,215",
Jan-20,January,2020,Total,Number of clients who have experienced family and domestic violence,"7,893","14,620","3,940","2,742","1,732",536,640,968,"33,006",
Jan-20,January,2020,Total,Number of clients with a current mental health issue,"7,722","9,707","3,132","1,648","1,721","1,134",620,302,"25,937",
Jan-20,January,2020,Total,Number of clients with problematic drug or alcohol issues,"2,066","2,745",918,786,537,259,197,230,"7,728",
Jan-20,January,2020,Total,Number of clients financially assisted with payments for short term/emergency accommodation,211,"1,704",227,91,78,92,27,30,"2,457",
Jan-20,January,2020,Total,Number of nights in short-term/emergency accommodation,"49,702","47,868","81,097","21,301","8,867","7,534","8,406","5,315","230,090",
Jan-20,January,2020,Total,Number of clients accommodated in short-term/emergency accommodation,"2,602","3,620","3,760","1,981",520,441,324,554,"13,785",
Jan-20,January,2020,Total,Number of clients who are homeless,"10,172","14,481","6,497","2,706","2,499","1,457",979,"1,155","39,875",
Jan-20,January,2020,Total,Number of clients who are at risk of homelessness,"12,018","16,434","5,851","3,319","3,281",888,770,"1,564","44,039",
Dec-19,December,2019,Female,Number of Indigenous clients,"3,880","2,114","2,368","1,841",972,208,144,"1,687","13,168",
Dec-19,December,2019,Female,Number of clients who have experienced family and domestic violence,"5,418","11,359","2,712","2,168","1,441",393,437,794,"24,672",
Dec-19,December,2019,Female,Number of clients with a current mental health issue,"4,567","5,907","1,849","1,094","1,041",619,340,155,"15,552",
Dec-19,December,2019,Female,Number of clients with problematic drug or alcohol issues,936,"1,152",374,392,200,97,88,107,"3,341",
Dec-19,December,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,105,786,124,69,48,60,16,27,"1,234",
Dec-19,December,2019,Female,Number of nights in short-term/emergency accommodation,"25,371","24,986","43,122","11,984","5,013","4,646","4,686","2,824","122,632",
Dec-19,December,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,288","1,729","1,970","1,199",291,242,178,400,"7,287",
Dec-19,December,2019,Female,Number of clients who are homeless,"5,243","7,885","3,487","1,472","1,451",763,532,589,"21,382",
Dec-19,December,2019,Female,Number of clients who are at risk of homelessness,"7,382","10,425","3,308","2,325","2,092",507,401,"1,094","27,483",
Dec-19,December,2019,Male,Number of Indigenous clients,"2,482","1,257","1,475",972,607,140,116,940,"7,976",
Dec-19,December,2019,Male,Number of clients who have experienced family and domestic violence,"1,903","3,230",796,604,300,108,183,208,"7,325",
Dec-19,December,2019,Male,Number of clients with a current mental health issue,"2,817","3,563","1,141",554,598,500,213,128,"9,501",
Dec-19,December,2019,Male,Number of clients with problematic drug or alcohol issues,"1,057","1,391",476,334,312,179,87,120,"3,952",
Dec-19,December,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,43,737,46,8,11,24,8,1,877,
Dec-19,December,2019,Male,Number of nights in short-term/emergency accommodation,"21,576","20,843","36,606","9,382","3,967","2,565","3,578","2,005","100,522",
Dec-19,December,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,085","1,608","1,710",767,235,155,132,152,"5,833",
Dec-19,December,2019,Male,Number of clients who are homeless,"4,217","6,364","2,538","1,089","1,074",670,407,517,"16,835",
Dec-19,December,2019,Male,Number of clients who are at risk of homelessness,"4,331","5,488","2,094","1,078","1,174",338,313,505,"15,302",
Dec-19,December,2019,Total,Number of Indigenous clients,"6,362","3,371","3,843","2,813","1,579",348,260,"2,627","21,144",
Dec-19,December,2019,Total,Number of clients who have experienced family and domestic violence,"7,321","14,589","3,508","2,772","1,741",501,620,"1,002","31,997",
Dec-19,December,2019,Total,Number of clients with a current mental health issue,"7,384","9,470","2,990","1,648","1,639","1,119",553,283,"25,053",
