Month and Year,Month,Year,Sex,Group,Reason for seeking assistance,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
Feb-24,February,2024,Total,Financial,Housing affordability stress,"7,971","10,802","7,188","2,267",940,"1,094",941,577,"31,757"
Feb-24,February,2024,Total,Financial,Employment difficulties,935,"1,444",618,478,167,64,185,96,"3,987"
Feb-24,February,2024,Total,Financial,Unemployment,"2,224","3,209","1,662","1,008",596,182,287,233,"9,398"
Feb-24,February,2024,Total,Interpersonal,Interpersonal Relationships,"11,310","17,196","6,515","4,678","2,206","1,140",996,"1,424","45,393"
Feb-24,February,2024,Total,Interpersonal,Time out from family/other situation,"2,088","2,195","1,401",892,103,312,269,327,"7,585"
Feb-24,February,2024,Total,Interpersonal,Relationship/family breakdown,"5,130","5,277","2,859","1,668",699,635,669,244,"17,168"
Feb-24,February,2024,Total,Interpersonal,Family and domestic violence,"7,895","13,791","4,388","3,591","1,517",537,679,"1,126","33,478"
Feb-24,February,2024,Total,Interpersonal,Non-family violence,455,638,281,127,41,109,47,33,"1,731"
Feb-24,February,2024,Total,Health,Health,"5,290","6,882","3,348","1,947","1,598",871,704,306,"20,925"
Feb-24,February,2024,Total,Health,Mental health issues,"4,270","5,175","2,220","1,237","1,140",639,579,121,"15,367"
Feb-24,February,2024,Total,Health,Medical issues,"1,528","2,395","1,419",656,590,344,216,112,"7,258"
Feb-24,February,2024,Total,Health,Problematic drug or substance use,"1,150","1,955",556,432,287,108,165,47,"4,696"
Feb-24,February,2024,Total,Health,Problematic alcohol use,491,690,308,340,138,82,61,104,"2,212"
Feb-24,February,2024,Total,Other,Other,"6,650","8,917","4,877","2,884","1,428","1,056",760,753,"27,303"
Feb-24,February,2024,Total,Other,Transition from custodial arrangements,542,"1,300",197,74,215,78,57,51,"2,514"
Feb-24,February,2024,Total,Other,Transition from other care arrangements,205,259,138,70,38,45,39,20,814
Feb-24,February,2024,Total,Other,Itinerant,639,781,385,483,245,104,5,52,"2,694"
Feb-24,February,2024,Total,Other,Unable to return home due to environmental reasons,383,366,301,125,130,72,68,45,"1,490"
Feb-24,February,2024,Total,Other,Lack of family and/or community support,"4,414","5,099","3,141","1,800",613,699,485,338,"16,576"
Feb-24,February,2024,Total,Other,Other (not elsewhere classified),"1,351","2,177","1,459",699,131,199,198,323,"6,537"
Feb-24,February,2024,Total,Not stated,Not stated,217,155,111,55,1,32,10,11,591
Feb-24,February,2024,Total,Total,Total Clients,"23,816","33,027","16,799","7,830","7,002","2,714","1,897","3,349","96,249"
Jan-24,January,2024,Female,Accommodation,Accommodation,"7,554","8,653","5,592","1,931","2,630","1,030",703,864,"28,902"
Jan-24,January,2024,Female,Accommodation,Housing crisis (e.g. eviction),"5,212","5,596","3,576","1,074","1,874",598,456,255,"18,619"
Jan-24,January,2024,Female,Accommodation,Inadequate or inappropriate dwelling conditions,"2,666","4,260","2,865","1,055",629,525,348,649,"12,983"
Jan-24,January,2024,Female,Accommodation,Previous accommodation ended,"1,934","2,583","1,613",609,287,411,187,88,"7,710"
Jan-24,January,2024,Female,Financial,Financial,"6,742","9,057","5,552","2,072","1,041",695,678,595,"26,393"
Jan-24,January,2024,Female,Financial,Financial difficulties,"4,458","7,031","4,135","1,552",453,383,488,392,"18,867"
Jan-24,January,2024,Female,Financial,Housing affordability stress,"4,696","6,168","4,046","1,301",536,611,500,315,"18,159"
Jan-24,January,2024,Female,Financial,Employment difficulties,496,755,325,214,70,35,82,33,"2,010"
Jan-24,January,2024,Female,Financial,Unemployment,"1,211","1,667",836,470,292,81,143,90,"4,790"
Jan-24,January,2024,Female,Interpersonal,Interpersonal Relationships,"7,681","11,868","4,280","3,496","1,558",700,652,"1,109","31,281"
Jan-24,January,2024,Female,Interpersonal,Time out from family/other situation,"1,337","1,290",857,621,66,177,160,207,"4,714"
Jan-24,January,2024,Female,Interpersonal,Relationship/family breakdown,"3,283","3,254","1,768","1,149",443,385,417,184,"10,875"
Jan-24,January,2024,Female,Interpersonal,Family and domestic violence,"5,803","10,105","3,108","2,872","1,138",390,497,934,"24,799"
Jan-24,January,2024,Female,Interpersonal,Non-family violence,295,367,195,104,34,64,36,22,"1,117"
Jan-24,January,2024,Female,Health,Health,"3,141","3,741","1,882","1,175",873,457,406,176,"11,839"
Jan-24,January,2024,Female,Health,Mental health issues,"2,620","2,944","1,315",799,689,357,334,65,"9,114"
Jan-24,January,2024,Female,Health,Medical issues,869,"1,301",802,377,289,187,111,66,"4,001"
Jan-24,January,2024,Female,Health,Problematic drug or substance use,602,843,248,231,120,46,96,29,"2,212"
Jan-24,January,2024,Female,Health,Problematic alcohol use,230,260,133,174,54,26,28,56,961
Jan-24,January,2024,Female,Other,Other,"3,633","4,531","2,808","1,699",734,567,377,426,"14,762"
Jan-24,January,2024,Female,Other,Transition from custodial arrangements,197,210,102,31,50,17,23,11,641
Jan-24,January,2024,Female,Other,Transition from other care arrangements,99,142,67,43,21,20,17,13,422
Jan-24,January,2024,Female,Other,Itinerant,231,290,197,225,128,56,1,23,"1,151"
Jan-24,January,2024,Female,Other,Unable to return home due to environmental reasons,244,228,183,92,80,42,44,26,939
Jan-24,January,2024,Female,Other,Lack of family and/or community support,"2,700","2,951","1,892","1,129",349,411,276,197,"9,898"
Jan-24,January,2024,Female,Other,Other (not elsewhere classified),655,"1,234",790,420,76,87,71,206,"3,538"
Jan-24,January,2024,Female,Not stated,Not stated,119,99,58,6,1,12,6,9,308
Jan-24,January,2024,Female,Total,Total Clients,"14,093","19,499","9,620","5,078","3,929","1,421","1,063","2,096","56,676"
Jan-24,January,2024,Male,Accommodation,Accommodation,"5,316","7,077","4,080","1,274","1,987",842,470,652,"21,651"
Jan-24,January,2024,Male,Accommodation,Housing crisis (e.g. eviction),"3,587","4,403","2,559",690,"1,418",410,309,119,"13,474"
Jan-24,January,2024,Male,Accommodation,Inadequate or inappropriate dwelling conditions,"1,805","3,764","2,089",771,507,433,251,507,"10,118"
Jan-24,January,2024,Male,Accommodation,Previous accommodation ended,"1,482","2,220","1,101",407,218,330,122,98,"5,976"
Jan-24,January,2024,Male,Financial,Financial,"4,634","6,598","3,817","1,253",816,527,455,524,"18,598"
Jan-24,January,2024,Male,Financial,Financial difficulties,"3,064","4,887","2,844",937,323,309,331,358,"13,034"
Jan-24,January,2024,Male,Financial,Housing affordability stress,"3,182","4,461","2,705",869,399,441,353,252,"12,653"
Jan-24,January,2024,Male,Financial,Employment difficulties,414,683,269,213,88,24,81,70,"1,842"
Jan-24,January,2024,Male,Financial,Unemployment,970,"1,448",674,446,314,92,131,131,"4,206"
Jan-24,January,2024,Male,Interpersonal,Interpersonal Relationships,"3,429","5,041","1,956","1,113",569,390,313,277,"13,079"
Jan-24,January,2024,Male,Interpersonal,Time out from family/other situation,734,915,500,267,35,144,87,65,"2,747"
Jan-24,January,2024,Male,Interpersonal,Relationship/family breakdown,"1,851","1,918",964,441,242,247,223,55,"5,938"
Jan-24,January,2024,Male,Interpersonal,Family and domestic violence,"1,926","3,498","1,140",721,319,106,166,190,"8,063"
Jan-24,January,2024,Male,Interpersonal,Non-family violence,166,240,88,34,9,41,16,7,601
Jan-24,January,2024,Male,Health,Health,"2,167","3,103","1,393",650,691,383,277,154,"8,815"
Jan-24,January,2024,Male,Health,Mental health issues,"1,675","2,255",894,381,435,263,212,56,"6,169"
Jan-24,January,2024,Male,Health,Medical issues,667,"1,042",595,274,283,143,97,67,"3,167"
Jan-24,January,2024,Male,Health,Problematic drug or substance use,568,"1,050",249,183,167,65,72,22,"2,375"
Jan-24,January,2024,Male,Health,Problematic alcohol use,265,432,146,121,86,58,35,56,"1,199"
Jan-24,January,2024,Male,Other,Other,"2,671","4,177","1,884","1,090",626,473,347,291,"11,547"
Jan-24,January,2024,Male,Other,Transition from custodial arrangements,344,"1,007",106,47,161,67,33,38,"1,803"
Jan-24,January,2024,Male,Other,Transition from other care arrangements,74,136,72,32,12,21,25,6,378
Jan-24,January,2024,Male,Other,Itinerant,404,437,197,245,106,53,4,30,"1,476"
Jan-24,January,2024,Male,Other,Unable to return home due to environmental reasons,146,167,107,40,44,18,29,9,560
Jan-24,January,2024,Male,Other,Lack of family and/or community support,"1,620","2,070","1,177",594,248,270,171,128,"6,274"
Jan-24,January,2024,Male,Other,Other (not elsewhere classified),442,943,556,273,51,104,125,100,"2,594"
Jan-24,January,2024,Male,Not stated,Not stated,117,88,45,13,0,24,4,2,293
Jan-24,January,2024,Male,Total,Total Clients,"9,139","12,920","6,504","2,556","2,711","1,199",786,"1,135","36,870"
Jan-24,January,2024,Total,Accommodation,Accommodation,"12,870","15,730","9,672","3,205","4,617","1,872","1,173","1,516","50,553"
Jan-24,January,2024,Total,Accommodation,Housing crisis (e.g. eviction),"8,799","9,999","6,135","1,764","3,292","1,008",765,374,"32,093"
Jan-24,January,2024,Total,Accommodation,Inadequate or inappropriate dwelling conditions,"4,471","8,024","4,954","1,826","1,136",958,599,"1,156","23,101"
Jan-24,January,2024,Total,Accommodation,Previous accommodation ended,"3,416","4,803","2,714","1,016",505,741,309,186,"13,686"
Jan-24,January,2024,Total,Financial,Financial,"11,376","15,655","9,369","3,325","1,857","1,222","1,133","1,119","44,991"
Jan-24,January,2024,Total,Financial,Financial difficulties,"7,522","11,918","6,979","2,489",776,692,819,750,"31,901"
Jan-24,January,2024,Total,Financial,Housing affordability stress,"7,878","10,629","6,751","2,170",935,"1,052",853,567,"30,812"
Jan-24,January,2024,Total,Financial,Employment difficulties,910,"1,438",594,427,158,59,163,103,"3,852"
Jan-24,January,2024,Total,Financial,Unemployment,"2,181","3,115","1,510",916,606,173,274,221,"8,996"
Jan-24,January,2024,Total,Interpersonal,Interpersonal Relationships,"11,110","16,909","6,236","4,609","2,127","1,090",965,"1,386","44,360"
Jan-24,January,2024,Total,Interpersonal,Time out from family/other situation,"2,071","2,205","1,357",888,101,321,247,272,"7,461"
Jan-24,January,2024,Total,Interpersonal,Relationship/family breakdown,"5,134","5,172","2,732","1,590",685,632,640,239,"16,813"
Jan-24,January,2024,Total,Interpersonal,Family and domestic violence,"7,729","13,603","4,248","3,593","1,457",496,663,"1,124","32,862"
Jan-24,January,2024,Total,Interpersonal,Non-family violence,461,607,283,138,43,105,52,29,"1,718"
Jan-24,January,2024,Total,Health,Health,"5,308","6,844","3,275","1,825","1,564",840,683,330,"20,654"
Jan-24,January,2024,Total,Health,Mental health issues,"4,295","5,199","2,209","1,180","1,124",620,546,121,"15,283"
Jan-24,January,2024,Total,Health,Medical issues,"1,536","2,343","1,397",651,572,330,208,133,"7,168"
Jan-24,January,2024,Total,Health,Problematic drug or substance use,"1,170","1,893",497,414,287,111,168,51,"4,587"
Jan-24,January,2024,Total,Health,Problematic alcohol use,495,692,279,295,140,84,63,112,"2,160"
Jan-24,January,2024,Total,Other,Other,"6,304","8,708","4,692","2,789","1,360","1,040",724,717,"26,309"
Jan-24,January,2024,Total,Other,Transition from custodial arrangements,541,"1,217",208,78,211,84,56,49,"2,444"
Jan-24,January,2024,Total,Other,Transition from other care arrangements,173,278,139,75,33,41,42,19,800
Jan-24,January,2024,Total,Other,Itinerant,635,727,394,470,234,109,5,53,"2,627"
Jan-24,January,2024,Total,Other,Unable to return home due to environmental reasons,390,395,290,132,124,60,73,35,"1,499"
Jan-24,January,2024,Total,Other,Lack of family and/or community support,"4,320","5,021","3,069","1,723",597,681,447,325,"16,172"
Jan-24,January,2024,Total,Other,Other (not elsewhere classified),"1,097","2,177","1,346",693,127,191,196,306,"6,132"
Jan-24,January,2024,Total,Not stated,Not stated,236,187,103,19,1,36,10,11,601
Jan-24,January,2024,Total,Total,Total Clients,"23,232","32,419","16,124","7,634","6,640","2,620","1,849","3,231","93,546"
Dec-23,December,2023,Female,Accommodation,Accommodation,"7,173","8,295","5,371","1,923","2,588",975,675,836,"27,789"
Dec-23,December,2023,Female,Accommodation,Housing crisis (e.g. eviction),"4,937","5,313","3,365","1,083","1,820",571,431,269,"17,771"
Dec-23,December,2023,Female,Accommodation,Inadequate or inappropriate dwelling conditions,"2,524","4,148","2,745","1,063",614,485,347,605,"12,523"
Dec-23,December,2023,Female,Accommodation,Previous accommodation ended,"1,843","2,486","1,572",592,306,391,166,95,"7,450"
Dec-23,December,2023,Female,Financial,Financial,"6,613","8,924","5,252","2,000",969,696,641,576,"25,641"
Dec-23,December,2023,Female,Financial,Financial difficulties,"4,416","6,952","3,839","1,508",431,398,449,381,"18,355"
Dec-23,December,2023,Female,Financial,Housing affordability stress,"4,490","5,842","3,844","1,284",482,612,469,302,"17,310"
Dec-23,December,2023,Female,Financial,Employment difficulties,497,699,299,219,67,28,64,36,"1,909"
Dec-23,December,2023,Female,Financial,Unemployment,"1,184","1,564",807,500,277,84,130,96,"4,642"
Dec-23,December,2023,Female,Interpersonal,Interpersonal Relationships,"7,462","11,469","4,061","3,418","1,542",691,629,"1,083","30,298"
Dec-23,December,2023,Female,Interpersonal,Time out from family/other situation,"1,300","1,229",832,628,60,184,135,243,"4,610"
Dec-23,December,2023,Female,Interpersonal,Relationship/family breakdown,"3,211","3,142","1,699","1,145",434,372,391,216,"10,598"
Dec-23,December,2023,Female,Interpersonal,Family and domestic violence,"5,619","9,763","2,938","2,753","1,126",382,481,912,"23,934"
Dec-23,December,2023,Female,Interpersonal,Non-family violence,260,364,181,99,29,70,25,20,"1,048"
Dec-23,December,2023,Female,Health,Health,"3,111","3,665","1,823","1,143",847,444,375,206,"11,602"
Dec-23,December,2023,Female,Health,Mental health issues,"2,609","2,870","1,298",803,669,350,300,67,"8,957"
Dec-23,December,2023,Female,Health,Medical issues,850,"1,242",740,361,276,181,99,66,"3,812"
Dec-23,December,2023,Female,Health,Problematic drug or substance use,594,828,256,242,122,44,98,35,"2,216"
Dec-23,December,2023,Female,Health,Problematic alcohol use,238,246,133,154,49,25,28,85,958
Dec-23,December,2023,Female,Other,Other,"3,565","4,418","2,776","1,731",730,541,352,439,"14,542"
Dec-23,December,2023,Female,Other,Transition from custodial arrangements,188,192,105,32,54,13,25,10,619
Dec-23,December,2023,Female,Other,Transition from other care arrangements,93,137,59,41,19,20,17,11,397
Dec-23,December,2023,Female,Other,Itinerant,220,274,187,205,121,41,1,20,"1,069"
Dec-23,December,2023,Female,Other,Unable to return home due to environmental reasons,241,212,174,83,82,46,42,26,906
Dec-23,December,2023,Female,Other,Lack of family and/or community support,"2,612","2,897","1,864","1,096",354,388,258,218,"9,683"
Dec-23,December,2023,Female,Other,Other (not elsewhere classified),697,"1,178",809,485,70,88,66,202,"3,595"
Dec-23,December,2023,Female,Not stated,Not stated,100,104,48,9,1,8,6,7,282
Dec-23,December,2023,Female,Total,Total Clients,"13,781","19,062","9,206","4,997","3,873","1,376","1,023","2,037","55,256"
Dec-23,December,2023,Male,Accommodation,Accommodation,"5,071","6,586","3,890","1,272","1,984",842,455,620,"20,686"
Dec-23,December,2023,Male,Accommodation,Housing crisis (e.g. eviction),"3,452","4,113","2,411",687,"1,421",432,279,129,"12,909"
Dec-23,December,2023,Male,Accommodation,Inadequate or inappropriate dwelling conditions,"1,686","3,456","1,985",791,479,427,262,468,"9,548"
Dec-23,December,2023,Male,Accommodation,Previous accommodation ended,"1,377","1,966","1,042",399,228,337,114,92,"5,553"
Dec-23,December,2023,Male,Financial,Financial,"4,464","6,195","3,603","1,234",710,565,428,513,"17,691"
Dec-23,December,2023,Male,Financial,Financial difficulties,"2,953","4,541","2,649",929,274,329,305,350,"12,314"
Dec-23,December,2023,Male,Financial,Housing affordability stress,"2,986","4,158","2,567",867,356,472,335,250,"11,984"
Dec-23,December,2023,Male,Financial,Employment difficulties,401,628,246,196,78,31,67,68,"1,715"
Dec-23,December,2023,Male,Financial,Unemployment,913,"1,344",629,465,265,97,114,128,"3,954"
Dec-23,December,2023,Male,Interpersonal,Interpersonal Relationships,"3,286","4,789","1,875","1,093",530,385,291,282,"12,521"
Dec-23,December,2023,Male,Interpersonal,Time out from family/other situation,687,850,479,285,34,149,77,85,"2,646"
Dec-23,December,2023,Male,Interpersonal,Relationship/family breakdown,"1,746","1,817",928,449,220,240,194,64,"5,653"
Dec-23,December,2023,Male,Interpersonal,Family and domestic violence,"1,891","3,355","1,052",684,297,109,149,194,"7,727"
Dec-23,December,2023,Male,Interpersonal,Non-family violence,153,233,84,31,9,36,11,7,563
Dec-23,December,2023,Male,Health,Health,"2,132","3,073","1,362",684,635,392,256,150,"8,679"
Dec-23,December,2023,Male,Health,Mental health issues,"1,649","2,186",874,389,401,271,189,47,"6,003"
Dec-23,December,2023,Male,Health,Medical issues,662,"1,045",589,297,254,143,86,66,"3,140"
Dec-23,December,2023,Male,Health,Problematic drug or substance use,537,"1,056",226,182,166,72,73,24,"2,334"
Dec-23,December,2023,Male,Health,Problematic alcohol use,253,414,149,137,80,62,29,60,"1,183"
